NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.themekit.widgets.themes overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.simple.simplenursingoverlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.wordoftheday.en overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.uminate.beatmachine overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.pspdfkit.viewer overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.ryzenrise.storyart overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=pub.hanks.ps.launcher overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.sec.factory.cameralyzer overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.android.bluetoothmidiservice overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=org.samo_lego.canta overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.pminfotech.nclexrntest overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=io.trystack.Stack.android overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.samruston.converter overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.github.muellerma.coffee overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.boss.audiobookconverter overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=app.maslanka.volumee overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.oreon.nora overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.admin.android_ui_templates_code overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.digibites.calendar overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=ua.napps.scorekeeper overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.samsung.android.sdk.handwriting overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.healthifyme.basic overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.kakideveloper.pickupline overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.197 22867 22867 D OverlayManager: -> Updating overlay: target=com.xome.auction overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.splendapps.adler overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.deepstash overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=exam.comptia overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=tiar.ua.slf overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.jiaqifeng.hacki overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.llamalab.timesheet.ext overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.SemseWorld.musicLabeoverlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.palmmob3.txtextract.gg overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.facebook.appmanager overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.gympass overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.splendapps.shark overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.yoshi.rain overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=me.zhanghai.android.fastscroll.sample overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.lunabee.onesafe overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=io.github.yamin8000.owl overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.slftok.sixthousandthoughts overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }]userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.maxghani.gladient overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.bpmobile.iscanner.free overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=io.gitlab.cryptographic_id overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=learn.magic.tricks overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.zqlibrius overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.cyrussecurity.cyrus overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.samsung.android.app.clockface overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro]}] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=de.danoeh.antennapod overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=app.mentor.ai overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.adguard.vpn overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=ai.photo.generator.filter.art overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.below30jobs.app overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.joaomgcd.autoinput overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.adblock.browser.vn overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.198 22867 22867 D OverlayManager: -> Updating overlay: target=com.alt.goodmorning overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.albionresearch.wifiquickconnect overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.yygg.note.app overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=dev.lknninex.chic overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.sharpregion.tapet overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.adobe.lrmobile overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.joaomgcd.autoshare overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.joaomgcd.autotools overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=ru.iiec.jvdroid overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.wonderapps.ATracker overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.woot.android.main overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.ghostery.android.ghostery overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
03-25 17:55:21.199 22867 22867 D OverlayManager: -> Updating overlay: target=com.joaomgcd.autovoice overlays=[OverlayPaths { resourceDirs = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk], overlayPaths = [/system/system_ext/overlay/NavigationBarMode3Button/NavigationBarMode3ButtonOverlay.apk, /data/resource-cache/android-SemWT_G_MonetPalette-BJr5.frro] }] userId=0
